[2023-05-22 10:21:42,705987] admin.INFO  [NULL] [f9b320c7] [NULL] [LogListener:onKernelRequestEarly:47] - INIT   [GET, /bkadmin/, 45.126.3.252, NULL, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36]
[2023-05-22 18:43:29,226389] admin.INFO  [c68e04a7] [fed917d7] [3] [LogListener:onKernelResponse:86] - LOGIC END ["admin_order"]  [GET, /bkadmin/order, 124.32.77.158, https://biken-shop-mall.com/bkadmin/product, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36]
[2023-05-22 18:43:29,227193] admin.INFO  [c68e04a7] [fed917d7] [3] [LogListener:onKernelTerminate:95] - PROCESS END ["admin_order"]  [GET, /bkadmin/order, 124.32.77.158, https://biken-shop-mall.com/bkadmin/product, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36]
[2023-05-22 18:43:36,090795] admin.INFO  [NULL] [53258096] [NULL] [LogListener:onKernelRequestEarly:47] - INIT   [POST, /bkadmin/order, 124.32.77.158, https://biken-shop-mall.com/bkadmin/order, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36]
[2023-05-22 18:43:36,095098] admin.INFO  [c68e04a7] [53258096] [3] [LogListener:onKernelRequest:60] - PROCESS START ["admin_order"]  [POST, /bkadmin/order, 124.32.77.158, https://biken-shop-mall.com/bkadmin/order, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36]
[2023-05-22 18:43:36,099329] admin.INFO  [c68e04a7] [53258096] [3] [LogListener:onKernelController:73] - LOGIC START ["admin_order"]  [POST, /bkadmin/order, 124.32.77.158, https://biken-shop-mall.com/bkadmin/order, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36]
[2023-05-22 18:43:36,145284] admin.INFO  [c68e04a7] [53258096] [3] [ReceiptPdf:onAdminReceiptIndexRender:29] - Event: Order pdf hook into the order search render start.   [POST, /bkadmin/order, 124.32.77.158, https://biken-shop-mall.com/bkadmin/order, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36]
[2023-05-22 18:43:36,145525] admin.INFO  [c68e04a7] [53258096] [3] [ReceiptPdf:onAdminReceiptIndexRender:45] - Event: Order pdf hook into the order search render end.   [POST, /bkadmin/order, 124.32.77.158, https://biken-shop-mall.com/bkadmin/order, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36]
[2023-05-22 18:43:36,161021] admin.INFO  [c68e04a7] [53258096] [3] [LogListener:onKernelResponse:86] - LOGIC END ["admin_order"]  [POST, /bkadmin/order, 124.32.77.158, https://biken-shop-mall.com/bkadmin/order, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36]
[2023-05-22 18:43:36,161851] admin.INFO  [c68e04a7] [53258096] [3] [LogListener:onKernelTerminate:95] - PROCESS END ["admin_order"]  [POST, /bkadmin/order, 124.32.77.158, https://biken-shop-mall.com/bkadmin/order, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36]
[2023-05-22 18:43:51,602527] admin.INFO  [NULL] [66965436] [NULL] [LogListener:onKernelRequestEarly:47] - INIT   [POST, /bkadmin/order, 124.32.77.158, https://biken-shop-mall.com/bkadmin/order, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36]
[2023-05-22 18:43:51,607113] admin.INFO  [c68e04a7] [66965436] [3] [LogListener:onKernelRequest:60] - PROCESS START ["admin_order"]  [POST, /bkadmin/order, 124.32.77.158, https://biken-shop-mall.com/bkadmin/order, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36]
[2023-05-22 18:43:51,612118] admin.INFO  [c68e04a7] [66965436] [3] [LogListener:onKernelController:73] - LOGIC START ["admin_order"]  [POST, /bkadmin/order, 124.32.77.158, https://biken-shop-mall.com/bkadmin/order, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36]
[2023-05-22 18:43:51,646281] admin.INFO  [c68e04a7] [66965436] [3] [ReceiptPdf:onAdminReceiptIndexRender:29] - Event: Order pdf hook into the order search render start.   [POST, /bkadmin/order, 124.32.77.158, https://biken-shop-mall.com/bkadmin/order, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36]
[2023-05-22 18:43:51,646558] admin.INFO  [c68e04a7] [66965436] [3] [ReceiptPdf:onAdminReceiptIndexRender:45] - Event: Order pdf hook into the order search render end.   [POST, /bkadmin/order, 124.32.77.158, https://biken-shop-mall.com/bkadmin/order, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36]
[2023-05-22 18:43:51,661814] admin.INFO  [c68e04a7] [66965436] [3] [LogListener:onKernelResponse:86] - LOGIC END ["admin_order"]  [POST, /bkadmin/order, 124.32.77.158, https://biken-shop-mall.com/bkadmin/order, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36]
[2023-05-22 18:43:51,662559] admin.INFO  [c68e04a7] [66965436] [3] [LogListener:onKernelTerminate:95] - PROCESS END ["admin_order"]  [POST, /bkadmin/order, 124.32.77.158, https://biken-shop-mall.com/bkadmin/order, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36]
[2023-05-22 18:43:59,262005] admin.INFO  [NULL] [dfa1a448] [NULL] [LogListener:onKernelRequestEarly:47] - INIT   [GET, /bkadmin/product, 124.32.77.158, https://biken-shop-mall.com/bkadmin/order, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36]
[2023-05-22 18:43:59,266033] admin.INFO  [c68e04a7] [dfa1a448] [3] [LogListener:onKernelRequest:60] - PROCESS START ["admin_product"]  [GET, /bkadmin/product, 124.32.77.158, https://biken-shop-mall.com/bkadmin/order, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36]
[2023-05-22 18:43:59,270169] admin.INFO  [c68e04a7] [dfa1a448] [3] [LogListener:onKernelController:73] - LOGIC START ["admin_product"]  [GET, /bkadmin/product, 124.32.77.158, https://biken-shop-mall.com/bkadmin/order, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36]
[2023-05-22 18:43:59,283051] admin.INFO  [c68e04a7] [dfa1a448] [3] [LogListener:onKernelResponse:86] - LOGIC END ["admin_product"]  [GET, /bkadmin/product, 124.32.77.158, https://biken-shop-mall.com/bkadmin/order, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36]
[2023-05-22 18:43:59,283721] admin.INFO  [c68e04a7] [dfa1a448] [3] [LogListener:onKernelTerminate:95] - PROCESS END ["admin_product"]  [GET, /bkadmin/product, 124.32.77.158, https://biken-shop-mall.com/bkadmin/order, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36]
[2023-05-22 18:44:00,661683] admin.INFO  [NULL] [0b543016] [NULL] [LogListener:onKernelRequestEarly:47] - INIT   [POST, /bkadmin/product, 124.32.77.158, https://biken-shop-mall.com/bkadmin/product, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36]
[2023-05-22 18:44:00,665343] admin.INFO  [c68e04a7] [0b543016] [3] [LogListener:onKernelRequest:60] - PROCESS START ["admin_product"]  [POST, /bkadmin/product, 124.32.77.158, https://biken-shop-mall.com/bkadmin/product, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36]
[2023-05-22 18:44:00,669149] admin.INFO  [c68e04a7] [0b543016] [3] [LogListener:onKernelController:73] - LOGIC START ["admin_product"]  [POST, /bkadmin/product, 124.32.77.158, https://biken-shop-mall.com/bkadmin/product, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36]
[2023-05-22 18:44:00,707405] admin.INFO  [c68e04a7] [0b543016] [3] [LogListener:onKernelResponse:86] - LOGIC END ["admin_product"]  [POST, /bkadmin/product, 124.32.77.158, https://biken-shop-mall.com/bkadmin/product, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36]
[2023-05-22 18:44:00,708208] admin.INFO  [c68e04a7] [0b543016] [3] [LogListener:onKernelTerminate:95] - PROCESS END ["admin_product"]  [POST, /bkadmin/product, 124.32.77.158, https://biken-shop-mall.com/bkadmin/product, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36]
[2023-05-22 18:44:09,225359] admin.INFO  [NULL] [0236688c] [NULL] [LogListener:onKernelRequestEarly:47] - INIT   [GET, /bkadmin/product/product/81/edit, 124.32.77.158, https://biken-shop-mall.com/bkadmin/product, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36]
[2023-05-22 18:44:09,229739] admin.INFO  [c68e04a7] [0236688c] [3] [LogListener:onKernelRequest:60] - PROCESS START ["admin_product_product_edit"]  [GET, /bkadmin/product/product/81/edit, 124.32.77.158, https://biken-shop-mall.com/bkadmin/product, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36]
[2023-05-22 18:44:09,233994] admin.INFO  [c68e04a7] [0236688c] [3] [LogListener:onKernelController:73] - LOGIC START ["admin_product_product_edit"]  [GET, /bkadmin/product/product/81/edit, 124.32.77.158, https://biken-shop-mall.com/bkadmin/product, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36]
[2023-05-22 18:44:09,277382] admin.INFO  [c68e04a7] [0236688c] [3] [LogListener:onKernelResponse:86] - LOGIC END ["admin_product_product_edit"]  [GET, /bkadmin/product/product/81/edit, 124.32.77.158, https://biken-shop-mall.com/bkadmin/product, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36]
[2023-05-22 18:44:09,278119] admin.INFO  [c68e04a7] [0236688c] [3] [LogListener:onKernelTerminate:95] - PROCESS END ["admin_product_product_edit"]  [GET, /bkadmin/product/product/81/edit, 124.32.77.158, https://biken-shop-mall.com/bkadmin/product, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36]
[2023-05-22 18:44:16,259124] admin.INFO  [NULL] [52892f59] [NULL] [LogListener:onKernelRequestEarly:47] - INIT   [POST, /bkadmin/product/product/81/edit, 124.32.77.158, https://biken-shop-mall.com/bkadmin/product/product/81/edit, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36]
[2023-05-22 18:44:16,263973] admin.INFO  [c68e04a7] [52892f59] [3] [LogListener:onKernelRequest:60] - PROCESS START ["admin_product_product_edit"]  [POST, /bkadmin/product/product/81/edit, 124.32.77.158, https://biken-shop-mall.com/bkadmin/product/product/81/edit, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36]
[2023-05-22 18:44:16,269878] admin.INFO  [c68e04a7] [52892f59] [3] [LogListener:onKernelController:73] - LOGIC START ["admin_product_product_edit"]  [POST, /bkadmin/product/product/81/edit, 124.32.77.158, https://biken-shop-mall.com/bkadmin/product/product/81/edit, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36]
[2023-05-22 18:44:16,306032] admin.INFO  [c68e04a7] [52892f59] [3] [ProductController:edit:336] - 商品登録開始 ["81"]  [POST, /bkadmin/product/product/81/edit, 124.32.77.158, https://biken-shop-mall.com/bkadmin/product/product/81/edit, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36]
[2023-05-22 18:44:16,321552] admin.INFO  [c68e04a7] [52892f59] [3] [ProductController:edit:489] - 商品登録完了 ["81"]  [POST, /bkadmin/product/product/81/edit, 124.32.77.158, https://biken-shop-mall.com/bkadmin/product/product/81/edit, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36]
[2023-05-22 18:44:16,322531] admin.INFO  [c68e04a7] [52892f59] [3] [LogListener:onKernelResponse:86] - LOGIC END ["admin_product_product_edit"]  [POST, /bkadmin/product/product/81/edit, 124.32.77.158, https://biken-shop-mall.com/bkadmin/product/product/81/edit, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36]
[2023-05-22 18:44:16,323171] admin.INFO  [c68e04a7] [52892f59] [3] [LogListener:onKernelTerminate:95] - PROCESS END ["admin_product_product_edit"]  [POST, /bkadmin/product/product/81/edit, 124.32.77.158, https://biken-shop-mall.com/bkadmin/product/product/81/edit, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36]
[2023-05-22 18:44:16,378445] admin.INFO  [NULL] [10e24671] [NULL] [LogListener:onKernelRequestEarly:47] - INIT   [GET, /bkadmin/product/product/81/edit, 124.32.77.158, https://biken-shop-mall.com/bkadmin/product/product/81/edit, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36]
[2023-05-22 18:44:16,382319] admin.INFO  [c68e04a7] [10e24671] [3] [LogListener:onKernelRequest:60] - PROCESS START ["admin_product_product_edit"]  [GET, /bkadmin/product/product/81/edit, 124.32.77.158, https://biken-shop-mall.com/bkadmin/product/product/81/edit, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36]
[2023-05-22 18:44:16,386265] admin.INFO  [c68e04a7] [10e24671] [3] [LogListener:onKernelController:73] - LOGIC START ["admin_product_product_edit"]  [GET, /bkadmin/product/product/81/edit, 124.32.77.158, https://biken-shop-mall.com/bkadmin/product/product/81/edit, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36]
[2023-05-22 18:44:16,429673] admin.INFO  [c68e04a7] [10e24671] [3] [LogListener:onKernelResponse:86] - LOGIC END ["admin_product_product_edit"]  [GET, /bkadmin/product/product/81/edit, 124.32.77.158, https://biken-shop-mall.com/bkadmin/product/product/81/edit, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36]
[2023-05-22 18:44:16,430828] admin.INFO  [c68e04a7] [10e24671] [3] [LogListener:onKernelTerminate:95] - PROCESS END ["admin_product_product_edit"]  [GET, /bkadmin/product/product/81/edit, 124.32.77.158, https://biken-shop-mall.com/bkadmin/product/product/81/edit, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36]
[2023-05-22 18:44:26,251405] admin.INFO  [NULL] [04f0333f] [NULL] [LogListener:onKernelRequestEarly:47] - INIT   [GET, /bkadmin/product/page/1?resume=1, 124.32.77.158, https://biken-shop-mall.com/bkadmin/product/product/81/edit, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36]
[2023-05-22 18:44:26,255513] admin.INFO  [c68e04a7] [04f0333f] [3] [LogListener:onKernelRequest:60] - PROCESS START ["admin_product_page"]  [GET, /bkadmin/product/page/1?resume=1, 124.32.77.158, https://biken-shop-mall.com/bkadmin/product/product/81/edit, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36]
[2023-05-22 18:44:26,259810] admin.INFO  [c68e04a7] [04f0333f] [3] [LogListener:onKernelController:73] - LOGIC START ["admin_product_page"]  [GET, /bkadmin/product/page/1?resume=1, 124.32.77.158, https://biken-shop-mall.com/bkadmin/product/product/81/edit, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36]
[2023-05-22 18:44:26,309452] admin.INFO  [c68e04a7] [04f0333f] [3] [LogListener:onKernelResponse:86] - LOGIC END ["admin_product_page"]  [GET, /bkadmin/product/page/1?resume=1, 124.32.77.158, https://biken-shop-mall.com/bkadmin/product/product/81/edit, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36]
[2023-05-22 18:44:26,310785] admin.INFO  [c68e04a7] [04f0333f] [3] [LogListener:onKernelTerminate:95] - PROCESS END ["admin_product_page"]  [GET, /bkadmin/product/page/1?resume=1, 124.32.77.158, https://biken-shop-mall.com/bkadmin/product/product/81/edit, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36]
[2023-05-22 18:44:32,145344] admin.INFO  [NULL] [e096208c] [NULL] [LogListener:onKernelRequestEarly:47] - INIT   [GET, /bkadmin/product/page/2?resume=1, 124.32.77.158, https://biken-shop-mall.com/bkadmin/product/page/1?resume=1, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36]
[2023-05-22 18:44:32,149059] admin.INFO  [c68e04a7] [e096208c] [3] [LogListener:onKernelRequest:60] - PROCESS START ["admin_product_page"]  [GET, /bkadmin/product/page/2?resume=1, 124.32.77.158, https://biken-shop-mall.com/bkadmin/product/page/1?resume=1, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36]
[2023-05-22 18:44:32,153178] admin.INFO  [c68e04a7] [e096208c] [3] [LogListener:onKernelController:73] - LOGIC START ["admin_product_page"]  [GET, /bkadmin/product/page/2?resume=1, 124.32.77.158, https://biken-shop-mall.com/bkadmin/product/page/1?resume=1, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36]
[2023-05-22 18:44:32,202164] admin.INFO  [c68e04a7] [e096208c] [3] [LogListener:onKernelResponse:86] - LOGIC END ["admin_product_page"]  [GET, /bkadmin/product/page/2?resume=1, 124.32.77.158, https://biken-shop-mall.com/bkadmin/product/page/1?resume=1, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36]
[2023-05-22 18:44:32,203026] admin.INFO  [c68e04a7] [e096208c] [3] [LogListener:onKernelTerminate:95] - PROCESS END ["admin_product_page"]  [GET, /bkadmin/product/page/2?resume=1, 124.32.77.158, https://biken-shop-mall.com/bkadmin/product/page/1?resume=1, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36]
[2023-05-22 18:44:37,759274] admin.INFO  [NULL] [20f16d1f] [NULL] [LogListener:onKernelRequestEarly:47] - INIT   [GET, /bkadmin/product/product/68/edit, 124.32.77.158, https://biken-shop-mall.com/bkadmin/product/page/2?resume=1, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36]
[2023-05-22 18:44:37,763144] admin.INFO  [c68e04a7] [20f16d1f] [3] [LogListener:onKernelRequest:60] - PROCESS START ["admin_product_product_edit"]  [GET, /bkadmin/product/product/68/edit, 124.32.77.158, https://biken-shop-mall.com/bkadmin/product/page/2?resume=1, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36]
[2023-05-22 18:44:37,767219] admin.INFO  [c68e04a7] [20f16d1f] [3] [LogListener:onKernelController:73] - LOGIC START ["admin_product_product_edit"]  [GET, /bkadmin/product/product/68/edit, 124.32.77.158, https://biken-shop-mall.com/bkadmin/product/page/2?resume=1, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36]
[2023-05-22 18:44:37,818268] admin.INFO  [c68e04a7] [20f16d1f] [3] [LogListener:onKernelResponse:86] - LOGIC END ["admin_product_product_edit"]  [GET, /bkadmin/product/product/68/edit, 124.32.77.158, https://biken-shop-mall.com/bkadmin/product/page/2?resume=1, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36]
[2023-05-22 18:44:37,819313] admin.INFO  [c68e04a7] [20f16d1f] [3] [LogListener:onKernelTerminate:95] - PROCESS END ["admin_product_product_edit"]  [GET, /bkadmin/product/product/68/edit, 124.32.77.158, https://biken-shop-mall.com/bkadmin/product/page/2?resume=1, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36]
[2023-05-22 18:44:56,697641] admin.INFO  [NULL] [20e6120e] [NULL] [LogListener:onKernelRequestEarly:47] - INIT   [GET, /bkadmin/order, 124.32.77.158, https://biken-shop-mall.com/bkadmin/product/product/68/edit, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36]
[2023-05-22 18:44:56,702140] admin.INFO  [c68e04a7] [20e6120e] [3] [LogListener:onKernelRequest:60] - PROCESS START ["admin_order"]  [GET, /bkadmin/order, 124.32.77.158, https://biken-shop-mall.com/bkadmin/product/product/68/edit, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36]
[2023-05-22 18:44:56,706393] admin.INFO  [c68e04a7] [20e6120e] [3] [LogListener:onKernelController:73] - LOGIC START ["admin_order"]  [GET, /bkadmin/order, 124.32.77.158, https://biken-shop-mall.com/bkadmin/product/product/68/edit, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36]
[2023-05-22 18:44:56,719450] admin.INFO  [c68e04a7] [20e6120e] [3] [ReceiptPdf:onAdminReceiptIndexRender:29] - Event: Order pdf hook into the order search render start.   [GET, /bkadmin/order, 124.32.77.158, https://biken-shop-mall.com/bkadmin/product/product/68/edit, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36]
[2023-05-22 18:44:56,719693] admin.INFO  [c68e04a7] [20e6120e] [3] [ReceiptPdf:onAdminReceiptIndexRender:45] - Event: Order pdf hook into the order search render end.   [GET, /bkadmin/order, 124.32.77.158, https://biken-shop-mall.com/bkadmin/product/product/68/edit, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36]
[2023-05-22 18:44:56,724025] admin.INFO  [c68e04a7] [20e6120e] [3] [LogListener:onKernelResponse:86] - LOGIC END ["admin_order"]  [GET, /bkadmin/order, 124.32.77.158, https://biken-shop-mall.com/bkadmin/product/product/68/edit, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36]
[2023-05-22 18:44:56,724842] admin.INFO  [c68e04a7] [20e6120e] [3] [LogListener:onKernelTerminate:95] - PROCESS END ["admin_order"]  [GET, /bkadmin/order, 124.32.77.158, https://biken-shop-mall.com/bkadmin/product/product/68/edit, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36]
[2023-05-22 18:45:03,705878] admin.INFO  [NULL] [03b1838b] [NULL] [LogListener:onKernelRequestEarly:47] - INIT   [POST, /bkadmin/order, 124.32.77.158, https://biken-shop-mall.com/bkadmin/order, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36]
[2023-05-22 18:45:03,711854] admin.INFO  [c68e04a7] [03b1838b] [3] [LogListener:onKernelRequest:60] - PROCESS START ["admin_order"]  [POST, /bkadmin/order, 124.32.77.158, https://biken-shop-mall.com/bkadmin/order, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36]
[2023-05-22 18:45:03,716967] admin.INFO  [c68e04a7] [03b1838b] [3] [LogListener:onKernelController:73] - LOGIC START ["admin_order"]  [POST, /bkadmin/order, 124.32.77.158, https://biken-shop-mall.com/bkadmin/order, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36]
[2023-05-22 18:45:03,787643] admin.INFO  [c68e04a7] [03b1838b] [3] [ReceiptPdf:onAdminReceiptIndexRender:29] - Event: Order pdf hook into the order search render start.   [POST, /bkadmin/order, 124.32.77.158, https://biken-shop-mall.com/bkadmin/order, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36]
