[2023-05-12 00:00:30,950751] front.INFO  [NULL] [2353405b] [NULL] [LogListener:onKernelRequestEarly:47] - INIT   [POST, /epsilon_pay_complete.php, 210.254.37.215, NULL, libwww-perl/6.38]
[2023-05-12 08:37:21,149695] front.INFO  [b9abab5b] [04a619ab] [NULL] [LogListener:onKernelTerminate:95] - PROCESS END ["product_detail"]  [GET, /products/detail/69, 126.207.80.57, https://kuninaga.hp.peraichi.com/, Mozilla/5.0 (iPhone; CPU iPhone OS 16_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/20E252 [FBAN/FBIOS;FBDV/iPhone11,8;FBMD/iPhone;FBSN/iOS;FBSV/16.4.1;FBSS/2;FBID/phone;FBLC/ja_JP;FBOP/5]]
[2023-05-12 08:40:14,048485] front.INFO  [NULL] [cb5784a5] [NULL] [LogListener:onKernelRequestEarly:47] - INIT   [POST, /epsilon_pay_complete.php, 210.254.37.215, NULL, libwww-perl/6.38]
[2023-05-12 08:40:14,049842] front.INFO  [NULL] [cb5784a5] [NULL] [LogListener:onKernelException:105] - No route found for "POST /epsilon_pay_complete.php" [404]  [POST, /epsilon_pay_complete.php, 210.254.37.215, NULL, libwww-perl/6.38]
[2023-05-12 08:40:14,051741] front.INFO  [1b334a18] [cb5784a5] [NULL] [LogListener:onKernelResponse:86] - LOGIC END [null]  [POST, /epsilon_pay_complete.php, 210.254.37.215, NULL, libwww-perl/6.38]
[2023-05-12 08:40:14,052060] front.INFO  [1b334a18] [cb5784a5] [NULL] [LogListener:onKernelTerminate:95] - PROCESS END [null]  [POST, /epsilon_pay_complete.php, 210.254.37.215, NULL, libwww-perl/6.38]
[2023-05-12 09:00:10,154747] front.INFO  [NULL] [5c5e3dcd] [NULL] [LogListener:onKernelRequestEarly:47] - INIT   [POST, /epsilon_pay_complete.php, 210.254.37.215, NULL, libwww-perl/6.38]
[2023-05-12 09:00:10,156126] front.INFO  [NULL] [5c5e3dcd] [NULL] [LogListener:onKernelException:105] - No route found for "POST /epsilon_pay_complete.php" [404]  [POST, /epsilon_pay_complete.php, 210.254.37.215, NULL, libwww-perl/6.38]
[2023-05-12 09:00:10,157844] front.INFO  [373b4b2e] [5c5e3dcd] [NULL] [LogListener:onKernelResponse:86] - LOGIC END [null]  [POST, /epsilon_pay_complete.php, 210.254.37.215, NULL, libwww-perl/6.38]
[2023-05-12 09:00:10,158172] front.INFO  [373b4b2e] [5c5e3dcd] [NULL] [LogListener:onKernelTerminate:95] - PROCESS END [null]  [POST, /epsilon_pay_complete.php, 210.254.37.215, NULL, libwww-perl/6.38]
[2023-05-12 09:42:41,518056] front.INFO  [NULL] [ab7366c6] [NULL] [LogListener:onKernelRequestEarly:47] - INIT   [GET, /contact, 46.138.80.167, http://biken-shop-mall.com/contact, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5042.0 Safari/537.36]
[2023-05-12 09:42:41,518655] front.INFO  [NULL] [ab7366c6] [NULL] [LogListener:onKernelRequest:60] - PROCESS START ["contact"]  [GET, /contact, 46.138.80.167, http://biken-shop-mall.com/contact, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5042.0 Safari/537.36]
[2023-05-12 09:42:41,528019] front.INFO  [440e663a] [ab7366c6] [NULL] [LogListener:onKernelController:73] - LOGIC START ["contact"]  [GET, /contact, 46.138.80.167, http://biken-shop-mall.com/contact, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5042.0 Safari/537.36]
[2023-05-12 09:42:41,547075] front.INFO  [440e663a] [ab7366c6] [NULL] [LogListener:onKernelResponse:86] - LOGIC END ["contact"]  [GET, /contact, 46.138.80.167, http://biken-shop-mall.com/contact, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5042.0 Safari/537.36]
[2023-05-12 09:42:41,547828] front.INFO  [440e663a] [ab7366c6] [NULL] [LogListener:onKernelTerminate:95] - PROCESS END ["contact"]  [GET, /contact, 46.138.80.167, http://biken-shop-mall.com/contact, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5042.0 Safari/537.36]
[2023-05-12 09:42:42,523533] front.INFO  [NULL] [fb1d7614] [NULL] [LogListener:onKernelRequestEarly:47] - INIT   [POST, /contact, 46.138.80.167, http://biken-shop-mall.com/contact, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5042.0 Safari/537.36]
[2023-05-12 09:42:42,524056] front.INFO  [440e663a] [fb1d7614] [NULL] [LogListener:onKernelRequest:60] - PROCESS START ["contact"]  [POST, /contact, 46.138.80.167, http://biken-shop-mall.com/contact, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5042.0 Safari/537.36]
[2023-05-12 09:42:42,531725] front.INFO  [440e663a] [fb1d7614] [NULL] [LogListener:onKernelController:73] - LOGIC START ["contact"]  [POST, /contact, 46.138.80.167, http://biken-shop-mall.com/contact, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5042.0 Safari/537.36]
[2023-05-12 09:42:42,561746] front.INFO  [440e663a] [fb1d7614] [NULL] [LogListener:onKernelResponse:86] - LOGIC END ["contact"]  [POST, /contact, 46.138.80.167, http://biken-shop-mall.com/contact, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5042.0 Safari/537.36]
[2023-05-12 09:42:42,562346] front.INFO  [440e663a] [fb1d7614] [NULL] [LogListener:onKernelTerminate:95] - PROCESS END ["contact"]  [POST, /contact, 46.138.80.167, http://biken-shop-mall.com/contact, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5042.0 Safari/537.36]
[2023-05-12 09:49:13,765862] front.INFO  [NULL] [51ed2f22] [NULL] [LogListener:onKernelRequestEarly:47] - INIT   [GET, /products/detail/20, 40.77.167.156, NULL, Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/103.0.5060.134 Safari/537.36]
[2023-05-12 09:49:13,767057] front.INFO  [NULL] [51ed2f22] [NULL] [LogListener:onKernelRequest:60] - PROCESS START ["product_detail"]  [GET, /products/detail/20, 40.77.167.156, NULL, Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/103.0.5060.134 Safari/537.36]
[2023-05-12 09:49:13,775195] front.INFO  [82ae15df] [51ed2f22] [NULL] [LogListener:onKernelController:73] - LOGIC START ["product_detail"]  [GET, /products/detail/20, 40.77.167.156, NULL, Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/103.0.5060.134 Safari/537.36]
[2023-05-12 09:49:13,806802] front.INFO  [82ae15df] [51ed2f22] [NULL] [LogListener:onKernelResponse:86] - LOGIC END ["product_detail"]  [GET, /products/detail/20, 40.77.167.156, NULL, Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/103.0.5060.134 Safari/537.36]
[2023-05-12 09:49:13,807419] front.INFO  [82ae15df] [51ed2f22] [NULL] [LogListener:onKernelTerminate:95] - PROCESS END ["product_detail"]  [GET, /products/detail/20, 40.77.167.156, NULL, Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/103.0.5060.134 Safari/537.36]
[2023-05-12 09:49:24,172247] front.INFO  [NULL] [8c1f0923] [NULL] [LogListener:onKernelRequestEarly:47] - INIT   [GET, /, 40.77.167.213, NULL, Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/103.0.5060.134 Safari/537.36]
[2023-05-12 09:49:24,172852] front.INFO  [NULL] [8c1f0923] [NULL] [LogListener:onKernelRequest:60] - PROCESS START ["homepage"]  [GET, /, 40.77.167.213, NULL, Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/103.0.5060.134 Safari/537.36]
[2023-05-12 09:49:24,181749] front.INFO  [d66204e8] [8c1f0923] [NULL] [LogListener:onKernelController:73] - LOGIC START ["homepage"]  [GET, /, 40.77.167.213, NULL, Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/103.0.5060.134 Safari/537.36]
[2023-05-12 09:49:24,209448] front.INFO  [d66204e8] [8c1f0923] [NULL] [LogListener:onKernelResponse:86] - LOGIC END ["homepage"]  [GET, /, 40.77.167.213, NULL, Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/103.0.5060.134 Safari/537.36]
[2023-05-12 09:49:24,210311] front.INFO  [d66204e8] [8c1f0923] [NULL] [LogListener:onKernelTerminate:95] - PROCESS END ["homepage"]  [GET, /, 40.77.167.213, NULL, Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/103.0.5060.134 Safari/537.36]
[2023-05-12 10:00:17,591255] front.INFO  [NULL] [4822a7c0] [NULL] [LogListener:onKernelRequestEarly:47] - INIT   [GET, /, 51.83.238.159, NULL, cpp-httplib/0.10.9]
[2023-05-12 10:00:17,591808] front.INFO  [NULL] [4822a7c0] [NULL] [LogListener:onKernelRequest:60] - PROCESS START ["homepage"]  [GET, /, 51.83.238.159, NULL, cpp-httplib/0.10.9]
[2023-05-12 10:00:17,600535] front.INFO  [d1b2434c] [4822a7c0] [NULL] [LogListener:onKernelController:73] - LOGIC START ["homepage"]  [GET, /, 51.83.238.159, NULL, cpp-httplib/0.10.9]
[2023-05-12 10:00:17,621956] front.INFO  [d1b2434c] [4822a7c0] [NULL] [LogListener:onKernelResponse:86] - LOGIC END ["homepage"]  [GET, /, 51.83.238.159, NULL, cpp-httplib/0.10.9]
[2023-05-12 10:00:17,622551] front.INFO  [d1b2434c] [4822a7c0] [NULL] [LogListener:onKernelTerminate:95] - PROCESS END ["homepage"]  [GET, /, 51.83.238.159, NULL, cpp-httplib/0.10.9]
[2023-05-12 10:04:05,079081] front.INFO  [NULL] [a69c9c5c] [NULL] [LogListener:onKernelRequestEarly:47] - INIT   [GET, /contact, 51.83.238.159, NULL, cpp-httplib/0.10.9]
[2023-05-12 10:04:05,079904] front.INFO  [NULL] [a69c9c5c] [NULL] [LogListener:onKernelRequest:60] - PROCESS START ["contact"]  [GET, /contact, 51.83.238.159, NULL, cpp-httplib/0.10.9]
[2023-05-12 10:04:05,089586] front.INFO  [61111a7b] [a69c9c5c] [NULL] [LogListener:onKernelController:73] - LOGIC START ["contact"]  [GET, /contact, 51.83.238.159, NULL, cpp-httplib/0.10.9]
[2023-05-12 10:04:05,109466] front.INFO  [61111a7b] [a69c9c5c] [NULL] [LogListener:onKernelResponse:86] - LOGIC END ["contact"]  [GET, /contact, 51.83.238.159, NULL, cpp-httplib/0.10.9]
[2023-05-12 10:04:05,110305] front.INFO  [61111a7b] [a69c9c5c] [NULL] [LogListener:onKernelTerminate:95] - PROCESS END ["contact"]  [GET, /contact, 51.83.238.159, NULL, cpp-httplib/0.10.9]
[2023-05-12 10:05:20,801654] front.INFO  [NULL] [9b0c6cd0] [NULL] [LogListener:onKernelRequestEarly:47] - INIT   [GET, /entry, 51.83.238.159, NULL, cpp-httplib/0.10.9]
[2023-05-12 10:05:20,802289] front.INFO  [NULL] [9b0c6cd0] [NULL] [LogListener:onKernelRequest:60] - PROCESS START ["entry"]  [GET, /entry, 51.83.238.159, NULL, cpp-httplib/0.10.9]
[2023-05-12 10:05:20,812354] front.INFO  [9688a1bf] [9b0c6cd0] [NULL] [LogListener:onKernelController:73] - LOGIC START ["entry"]  [GET, /entry, 51.83.238.159, NULL, cpp-httplib/0.10.9]
[2023-05-12 10:05:20,845307] front.INFO  [9688a1bf] [9b0c6cd0] [NULL] [LogListener:onKernelResponse:86] - LOGIC END ["entry"]  [GET, /entry, 51.83.238.159, NULL, cpp-httplib/0.10.9]
[2023-05-12 10:05:20,846085] front.INFO  [9688a1bf] [9b0c6cd0] [NULL] [LogListener:onKernelTerminate:95] - PROCESS END ["entry"]  [GET, /entry, 51.83.238.159, NULL, cpp-httplib/0.10.9]
[2023-05-12 10:06:15,326584] front.INFO  [NULL] [c12b182f] [NULL] [LogListener:onKernelRequestEarly:47] - INIT   [GET, /, 27.114.15.147, NULL, Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6,2 Mobile/15E148 Safari/604.1]
[2023-05-12 10:06:15,327166] front.INFO  [NULL] [c12b182f] [NULL] [LogListener:onKernelRequest:60] - PROCESS START ["homepage"]  [GET, /, 27.114.15.147, NULL, Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6,2 Mobile/15E148 Safari/604.1]
[2023-05-12 10:06:15,336003] front.INFO  [4ef0239c] [c12b182f] [NULL] [LogListener:onKernelController:73] - LOGIC START ["homepage"]  [GET, /, 27.114.15.147, NULL, Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6,2 Mobile/15E148 Safari/604.1]
[2023-05-12 10:06:15,357764] front.INFO  [4ef0239c] [c12b182f] [NULL] [LogListener:onKernelResponse:86] - LOGIC END ["homepage"]  [GET, /, 27.114.15.147, NULL, Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6,2 Mobile/15E148 Safari/604.1]
[2023-05-12 10:06:15,358362] front.INFO  [4ef0239c] [c12b182f] [NULL] [LogListener:onKernelTerminate:95] - PROCESS END ["homepage"]  [GET, /, 27.114.15.147, NULL, Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6,2 Mobile/15E148 Safari/604.1]
[2023-05-12 10:08:29,335581] front.INFO  [NULL] [924e599d] [NULL] [LogListener:onKernelRequestEarly:47] - INIT   [GET, /help/about, 51.83.238.159, NULL, cpp-httplib/0.10.9]
[2023-05-12 10:08:29,336270] front.INFO  [NULL] [924e599d] [NULL] [LogListener:onKernelRequest:60] - PROCESS START ["help_about"]  [GET, /help/about, 51.83.238.159, NULL, cpp-httplib/0.10.9]
[2023-05-12 10:08:29,345390] front.INFO  [ea05d394] [924e599d] [NULL] [LogListener:onKernelController:73] - LOGIC START ["help_about"]  [GET, /help/about, 51.83.238.159, NULL, cpp-httplib/0.10.9]
[2023-05-12 10:08:29,360310] front.INFO  [ea05d394] [924e599d] [NULL] [LogListener:onKernelResponse:86] - LOGIC END ["help_about"]  [GET, /help/about, 51.83.238.159, NULL, cpp-httplib/0.10.9]
[2023-05-12 10:08:29,361042] front.INFO  [ea05d394] [924e599d] [NULL] [LogListener:onKernelTerminate:95] - PROCESS END ["help_about"]  [GET, /help/about, 51.83.238.159, NULL, cpp-httplib/0.10.9]
[2023-05-12 10:11:02,906162] front.INFO  [NULL] [d3c3fe3c] [NULL] [LogListener:onKernelRequestEarly:47] - INIT   [GET, /help/agreement, 51.83.238.159, NULL, cpp-httplib/0.10.9]
[2023-05-12 10:11:02,906945] front.INFO  [NULL] [d3c3fe3c] [NULL] [LogListener:onKernelRequest:60] - PROCESS START ["help_agreement"]  [GET, /help/agreement, 51.83.238.159, NULL, cpp-httplib/0.10.9]
[2023-05-12 10:11:02,916683] front.INFO  [7154aea2] [d3c3fe3c] [NULL] [LogListener:onKernelController:73] - LOGIC START ["help_agreement"]  [GET, /help/agreement, 51.83.238.159, NULL, cpp-httplib/0.10.9]
[2023-05-12 10:11:02,939168] front.INFO  [7154aea2] [d3c3fe3c] [NULL] [LogListener:onKernelResponse:86] - LOGIC END ["help_agreement"]  [GET, /help/agreement, 51.83.238.159, NULL, cpp-httplib/0.10.9]
[2023-05-12 10:11:02,939924] front.INFO  [7154aea2] [d3c3fe3c] [NULL] [LogListener:onKernelTerminate:95] - PROCESS END ["help_agreement"]  [GET, /help/agreement, 51.83.238.159, NULL, cpp-httplib/0.10.9]
[2023-05-12 10:14:01,009854] front.INFO  [NULL] [bd92e649] [NULL] [LogListener:onKernelRequestEarly:47] - INIT   [GET, /help/privacy, 51.83.238.159, NULL, cpp-httplib/0.10.9]
[2023-05-12 10:14:01,010466] front.INFO  [NULL] [bd92e649] [NULL] [LogListener:onKernelRequest:60] - PROCESS START ["help_privacy"]  [GET, /help/privacy, 51.83.238.159, NULL, cpp-httplib/0.10.9]
[2023-05-12 10:14:01,018620] front.INFO  [415c1d74] [bd92e649] [NULL] [LogListener:onKernelController:73] - LOGIC START ["help_privacy"]  [GET, /help/privacy, 51.83.238.159, NULL, cpp-httplib/0.10.9]
[2023-05-12 10:14:01,031990] front.INFO  [415c1d74] [bd92e649] [NULL] [LogListener:onKernelResponse:86] - LOGIC END ["help_privacy"]  [GET, /help/privacy, 51.83.238.159, NULL, cpp-httplib/0.10.9]
[2023-05-12 10:14:01,032846] front.INFO  [415c1d74] [bd92e649] [NULL] [LogListener:onKernelTerminate:95] - PROCESS END ["help_privacy"]  [GET, /help/privacy, 51.83.238.159, NULL, cpp-httplib/0.10.9]
[2023-05-12 10:16:54,493449] front.INFO  [NULL] [a69c7ae2] [NULL] [LogListener:onKernelRequestEarly:47] - INIT   [GET, /help/tradelaw, 51.83.238.159, NULL, cpp-httplib/0.10.9]
[2023-05-12 10:16:54,494095] front.INFO  [NULL] [a69c7ae2] [NULL] [LogListener:onKernelRequest:60] - PROCESS START ["help_tradelaw"]  [GET, /help/tradelaw, 51.83.238.159, NULL, cpp-httplib/0.10.9]
[2023-05-12 10:16:54,502348] front.INFO  [fc1bfb4e] [a69c7ae2] [NULL] [LogListener:onKernelController:73] - LOGIC START ["help_tradelaw"]  [GET, /help/tradelaw, 51.83.238.159, NULL, cpp-httplib/0.10.9]
[2023-05-12 10:16:54,518452] front.INFO  [fc1bfb4e] [a69c7ae2] [NULL] [LogListener:onKernelResponse:86] - LOGIC END ["help_tradelaw"]  [GET, /help/tradelaw, 51.83.238.159, NULL, cpp-httplib/0.10.9]
[2023-05-12 10:16:54,519175] front.INFO  [fc1bfb4e] [a69c7ae2] [NULL] [LogListener:onKernelTerminate:95] - PROCESS END ["help_tradelaw"]  [GET, /help/tradelaw, 51.83.238.159, NULL, cpp-httplib/0.10.9]
[2023-05-12 10:28:49,536406] front.INFO  [NULL] [04f167ab] [NULL] [LogListener:onKernelRequestEarly:47] - INIT   [GET, /, 65.154.226.167, NULL, Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/112.0.5615.121 Safari/537.36]
[2023-05-12 10:28:49,537220] front.INFO  [NULL] [04f167ab] [NULL] [LogListener:onKernelRequest:60] - PROCESS START ["homepage"]  [GET, /, 65.154.226.167, NULL, Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/112.0.5615.121 Safari/537.36]
[2023-05-12 10:28:49,546048] front.INFO  [093b594f] [04f167ab] [NULL] [LogListener:onKernelController:73] - LOGIC START ["homepage"]  [GET, /, 65.154.226.167, NULL, Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/112.0.5615.121 Safari/537.36]
[2023-05-12 10:28:49,567485] front.INFO  [093b594f] [04f167ab] [NULL] [LogListener:onKernelResponse:86] - LOGIC END ["homepage"]  [GET, /, 65.154.226.167, NULL, Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/112.0.5615.121 Safari/537.36]
[2023-05-12 10:28:49,568059] front.INFO  [093b594f] [04f167ab] [NULL] [LogListener:onKernelTerminate:95] - PROCESS END ["homepage"]  [GET, /, 65.154.226.167, NULL, Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/112.0.5615.121 Safari/537.36]
[2023-05-12 10:55:09,842116] front.INFO  [NULL] [dd7575ce] [NULL] [LogListener:onKernelRequestEarly:47] - INIT   [GET, /, 40.77.167.213, NULL, Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/103.0.5060.134 Safari/537.36]
[2023-05-12 10:55:09,842672] front.INFO  [NULL] [dd7575ce] [NULL] [LogListener:onKernelRequest:60] - PROCESS START ["homepage"]  [GET, /, 40.77.167.213, NULL, Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/103.0.5060.134 Safari/537.36]
[2023-05-12 10:55:09,851249] front.INFO  [a5774aaf] [dd7575ce] [NULL] [LogListener:onKernelController:73] - LOGIC START ["homepage"]  [GET, /, 40.77.167.213, NULL, Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/103.0.5060.134 Safari/537.36]
[2023-05-12 10:55:09,873934] front.INFO  [a5774aaf] [dd7575ce] [NULL] [LogListener:onKernelResponse:86] - LOGIC END ["homepage"]  [GET, /, 40.77.167.213, NULL, Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/103.0.5060.134 Safari/537.36]
[2023-05-12 10:55:09,874551] front.INFO  [a5774aaf] [dd7575ce] [NULL] [LogListener:onKernelTerminate:95] - PROCESS END ["homepage"]  [GET, /, 40.77.167.213, NULL, Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/103.0.5060.134 Safari/537.36]
[2023-05-12 11:10:27,612209] front.INFO  [NULL] [6e679be0] [NULL] [LogListener:onKernelRequestEarly:47] - INIT   [GET, /, 36.40.66.38, NULL, Mozilla/5.0 (iPhone; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1]
[2023-05-12 11:10:27,612734] front.INFO  [NULL] [6e679be0] [NULL] [LogListener:onKernelRequest:60] - PROCESS START ["homepage"]  [GET, /, 36.40.66.38, NULL, Mozilla/5.0 (iPhone; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1]
[2023-05-12 11:10:27,621145] front.INFO  [d2738836] [6e679be0] [NULL] [LogListener:onKernelController:73] - LOGIC START ["homepage"]  [GET, /, 36.40.66.38, NULL, Mozilla/5.0 (iPhone; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1]
[2023-05-12 11:10:27,641900] front.INFO  [d2738836] [6e679be0] [NULL] [LogListener:onKernelResponse:86] - LOGIC END ["homepage"]  [GET, /, 36.40.66.38, NULL, Mozilla/5.0 (iPhone; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1]
[2023-05-12 11:10:27,642596] front.INFO  [d2738836] [6e679be0] [NULL] [LogListener:onKernelTerminate:95] - PROCESS END ["homepage"]  [GET, /, 36.40.66.38, NULL, Mozilla/5.0 (iPhone; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1]
[2023-05-12 11:10:48,172637] front.INFO  [NULL] [284b4c62] [NULL] [LogListener:onKernelRequestEarly:47] - INIT   [GET, /, 194.26.229.64, NULL, Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)]
[2023-05-12 11:10:48,173172] front.INFO  [NULL] [284b4c62] [NULL] [LogListener:onKernelRequest:60] - PROCESS START ["homepage"]  [GET, /, 194.26.229.64, NULL, Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)]
[2023-05-12 11:10:48,181768] front.INFO  [5b8d67e4] [284b4c62] [NULL] [LogListener:onKernelController:73] - LOGIC START ["homepage"]  [GET, /, 194.26.229.64, NULL, Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)]
[2023-05-12 11:10:48,203067] front.INFO  [5b8d67e4] [284b4c62] [NULL] [LogListener:onKernelResponse:86] - LOGIC END ["homepage"]  [GET, /, 194.26.229.64, NULL, Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)]
[2023-05-12 11:10:48,203825] front.INFO  [5b8d67e4] [284b4c62] [NULL] [LogListener:onKernelTerminate:95] - PROCESS END ["homepage"]  [GET, /, 194.26.229.64, NULL, Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)]
[2023-05-12 11:17:53,703959] front.INFO  [NULL] [8499cf57] [NULL] [LogListener:onKernelRequestEarly:47] - INIT   [GET, /products/detail/69, 40.77.167.213, NULL, Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/103.0.5060.134 Safari/537.36]
[2023-05-12 11:17:53,704682] front.INFO  [NULL] [8499cf57] [NULL] [LogListener:onKernelRequest:60] - PROCESS START ["product_detail"]  [GET, /products/detail/69, 40.77.167.213, NULL, Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/103.0.5060.134 Safari/537.36]
[2023-05-12 11:17:53,917237] front.INFO  [cfde3874] [8499cf57] [NULL] [LogListener:onKernelController:73] - LOGIC START ["product_detail"]  [GET, /products/detail/69, 40.77.167.213, NULL, Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/103.0.5060.134 Safari/537.36]
[2023-05-12 11:17:54,404661] front.INFO  [cfde3874] [8499cf57] [NULL] [LogListener:onKernelResponse:86] - LOGIC END ["product_detail"]  [GET, /products/detail/69, 40.77.167.213, NULL, Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/103.0.5060.134 Safari/537.36]
[2023-05-12 11:17:54,405938] front.INFO  [cfde3874] [8499cf57] [NULL] [LogListener:onKernelTerminate:95] - PROCESS END ["product_detail"]  [GET, /products/detail/69, 40.77.167.213, NULL, Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/103.0.5060.134 Safari/537.36]
