[2023-05-01 00:34:40,399246] front.INFO  [NULL] [3b670b03] [NULL] [LogListener:onKernelRequestEarly:47] - INIT   [GET, /mypage/login, 147.92.153.2, NULL, Mozilla/5.0 (compatible; Linespider/1.1; +https://lin.ee/4dwXkTH)]
[2023-05-01 07:37:05,416170] front.INFO  [beff90f4] [fe9ab137] [NULL] [LogListener:onKernelResponse:86] - LOGIC END ["product_list"]  [GET, /products/list?category_id=10&name=, 40.79.186.180, NULL, Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/103.0.5060.134 Safari/537.36]
[2023-05-01 07:37:05,416937] front.INFO  [beff90f4] [fe9ab137] [NULL] [LogListener:onKernelTerminate:95] - PROCESS END ["product_list"]  [GET, /products/list?category_id=10&name=, 40.79.186.180, NULL, Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/103.0.5060.134 Safari/537.36]
[2023-05-01 07:40:08,456458] front.INFO  [NULL] [8e62d8c1] [NULL] [LogListener:onKernelRequestEarly:47] - INIT   [POST, /epsilon_pay_complete.php, 210.254.37.215, NULL, libwww-perl/6.38]
[2023-05-01 07:40:08,457950] front.INFO  [NULL] [8e62d8c1] [NULL] [LogListener:onKernelException:105] - No route found for "POST /epsilon_pay_complete.php" [404]  [POST, /epsilon_pay_complete.php, 210.254.37.215, NULL, libwww-perl/6.38]
[2023-05-01 07:40:08,459949] front.INFO  [1abb2326] [8e62d8c1] [NULL] [LogListener:onKernelResponse:86] - LOGIC END [null]  [POST, /epsilon_pay_complete.php, 210.254.37.215, NULL, libwww-perl/6.38]
[2023-05-01 07:40:08,460245] front.INFO  [1abb2326] [8e62d8c1] [NULL] [LogListener:onKernelTerminate:95] - PROCESS END [null]  [POST, /epsilon_pay_complete.php, 210.254.37.215, NULL, libwww-perl/6.38]
[2023-05-01 07:45:18,992731] front.INFO  [NULL] [804da7f2] [NULL] [LogListener:onKernelRequestEarly:47] - INIT   [GET, /.well-known/assetlinks.json, 66.249.68.55, NULL, Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)]
[2023-05-01 07:45:18,994077] front.INFO  [NULL] [804da7f2] [NULL] [LogListener:onKernelException:105] - No route found for "GET /.well-known/assetlinks.json" [404]  [GET, /.well-known/assetlinks.json, 66.249.68.55, NULL, Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)]
[2023-05-01 07:45:18,995926] front.INFO  [78e0848e] [804da7f2] [NULL] [LogListener:onKernelResponse:86] - LOGIC END [null]  [GET, /.well-known/assetlinks.json, 66.249.68.55, NULL, Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)]
[2023-05-01 07:45:18,996252] front.INFO  [78e0848e] [804da7f2] [NULL] [LogListener:onKernelTerminate:95] - PROCESS END [null]  [GET, /.well-known/assetlinks.json, 66.249.68.55, NULL, Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)]
[2023-05-01 08:00:07,381997] front.INFO  [NULL] [efa46b68] [NULL] [LogListener:onKernelRequestEarly:47] - INIT   [POST, /epsilon_pay_complete.php, 210.254.37.215, NULL, libwww-perl/6.38]
[2023-05-01 08:00:07,383333] front.INFO  [NULL] [efa46b68] [NULL] [LogListener:onKernelException:105] - No route found for "POST /epsilon_pay_complete.php" [404]  [POST, /epsilon_pay_complete.php, 210.254.37.215, NULL, libwww-perl/6.38]
[2023-05-01 08:00:07,385235] front.INFO  [95376ec9] [efa46b68] [NULL] [LogListener:onKernelResponse:86] - LOGIC END [null]  [POST, /epsilon_pay_complete.php, 210.254.37.215, NULL, libwww-perl/6.38]
[2023-05-01 08:00:07,385558] front.INFO  [95376ec9] [efa46b68] [NULL] [LogListener:onKernelTerminate:95] - PROCESS END [null]  [POST, /epsilon_pay_complete.php, 210.254.37.215, NULL, libwww-perl/6.38]
[2023-05-01 08:21:21,967449] front.INFO  [NULL] [402610a5] [NULL] [LogListener:onKernelRequestEarly:47] - INIT   [GET, /products/detail/61, 123.0.73.234, https://kuninaga.hp.peraichi.com/, Mozilla/5.0 (iPhone; CPU iPhone OS 16_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.4 Mobile/15E148 Safari/604.1]
[2023-05-01 08:21:21,968175] front.INFO  [NULL] [402610a5] [NULL] [LogListener:onKernelRequest:60] - PROCESS START ["product_detail"]  [GET, /products/detail/61, 123.0.73.234, https://kuninaga.hp.peraichi.com/, Mozilla/5.0 (iPhone; CPU iPhone OS 16_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.4 Mobile/15E148 Safari/604.1]
[2023-05-01 08:21:21,976671] front.INFO  [edbceb26] [402610a5] [NULL] [LogListener:onKernelController:73] - LOGIC START ["product_detail"]  [GET, /products/detail/61, 123.0.73.234, https://kuninaga.hp.peraichi.com/, Mozilla/5.0 (iPhone; CPU iPhone OS 16_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.4 Mobile/15E148 Safari/604.1]
[2023-05-01 08:21:22,008555] front.INFO  [edbceb26] [402610a5] [NULL] [LogListener:onKernelResponse:86] - LOGIC END ["product_detail"]  [GET, /products/detail/61, 123.0.73.234, https://kuninaga.hp.peraichi.com/, Mozilla/5.0 (iPhone; CPU iPhone OS 16_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.4 Mobile/15E148 Safari/604.1]
[2023-05-01 08:21:22,009700] front.INFO  [edbceb26] [402610a5] [NULL] [LogListener:onKernelTerminate:95] - PROCESS END ["product_detail"]  [GET, /products/detail/61, 123.0.73.234, https://kuninaga.hp.peraichi.com/, Mozilla/5.0 (iPhone; CPU iPhone OS 16_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.4 Mobile/15E148 Safari/604.1]
[2023-05-01 08:25:28,506728] front.INFO  [NULL] [1247795f] [NULL] [LogListener:onKernelRequestEarly:47] - INIT   [GET, /, 66.249.68.53, NULL, Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)]
[2023-05-01 08:25:28,507224] front.INFO  [NULL] [1247795f] [NULL] [LogListener:onKernelRequest:60] - PROCESS START ["homepage"]  [GET, /, 66.249.68.53, NULL, Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)]
[2023-05-01 08:25:28,515648] front.INFO  [4164fab3] [1247795f] [NULL] [LogListener:onKernelController:73] - LOGIC START ["homepage"]  [GET, /, 66.249.68.53, NULL, Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)]
[2023-05-01 08:25:28,537228] front.INFO  [4164fab3] [1247795f] [NULL] [LogListener:onKernelResponse:86] - LOGIC END ["homepage"]  [GET, /, 66.249.68.53, NULL, Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)]
[2023-05-01 08:25:28,538078] front.INFO  [4164fab3] [1247795f] [NULL] [LogListener:onKernelTerminate:95] - PROCESS END ["homepage"]  [GET, /, 66.249.68.53, NULL, Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)]
[2023-05-01 08:46:39,948098] front.INFO  [NULL] [0ea20f11] [NULL] [LogListener:onKernelRequestEarly:47] - INIT   [GET, /wp-content/plugins/woocommerce-payments/readme.txt, 157.90.140.168, NULL, Mozilla/5.0 (Linux; Android 11; ONEPLUS A6013) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36]
[2023-05-01 08:46:39,949644] front.INFO  [NULL] [0ea20f11] [NULL] [LogListener:onKernelException:105] - No route found for "GET /wp-content/plugins/woocommerce-payments/readme.txt" [404]  [GET, /wp-content/plugins/woocommerce-payments/readme.txt, 157.90.140.168, NULL, Mozilla/5.0 (Linux; Android 11; ONEPLUS A6013) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36]
[2023-05-01 08:46:39,951393] front.INFO  [bfc141bd] [0ea20f11] [NULL] [LogListener:onKernelResponse:86] - LOGIC END [null]  [GET, /wp-content/plugins/woocommerce-payments/readme.txt, 157.90.140.168, NULL, Mozilla/5.0 (Linux; Android 11; ONEPLUS A6013) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36]
[2023-05-01 08:46:39,951691] front.INFO  [bfc141bd] [0ea20f11] [NULL] [LogListener:onKernelTerminate:95] - PROCESS END [null]  [GET, /wp-content/plugins/woocommerce-payments/readme.txt, 157.90.140.168, NULL, Mozilla/5.0 (Linux; Android 11; ONEPLUS A6013) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36]
[2023-05-01 09:16:23,208130] front.INFO  [NULL] [ef251893] [NULL] [LogListener:onKernelRequestEarly:47] - INIT   [GET, /wp-content/plugins/wp-email-capture/readme.txt, 157.90.140.168, NULL, Mozilla/5.0 (Linux; Android 11; Lenovo YT-J706X) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36]
[2023-05-01 09:16:23,209537] front.INFO  [NULL] [ef251893] [NULL] [LogListener:onKernelException:105] - No route found for "GET /wp-content/plugins/wp-email-capture/readme.txt" [404]  [GET, /wp-content/plugins/wp-email-capture/readme.txt, 157.90.140.168, NULL, Mozilla/5.0 (Linux; Android 11; Lenovo YT-J706X) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36]
[2023-05-01 09:16:23,211299] front.INFO  [509488f3] [ef251893] [NULL] [LogListener:onKernelResponse:86] - LOGIC END [null]  [GET, /wp-content/plugins/wp-email-capture/readme.txt, 157.90.140.168, NULL, Mozilla/5.0 (Linux; Android 11; Lenovo YT-J706X) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36]
[2023-05-01 09:16:23,211650] front.INFO  [509488f3] [ef251893] [NULL] [LogListener:onKernelTerminate:95] - PROCESS END [null]  [GET, /wp-content/plugins/wp-email-capture/readme.txt, 157.90.140.168, NULL, Mozilla/5.0 (Linux; Android 11; Lenovo YT-J706X) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36]
[2023-05-01 09:26:14,467711] front.INFO  [NULL] [662b5c1b] [NULL] [LogListener:onKernelRequestEarly:47] - INIT   [GET, /products/list?category_id=14&name=2022, 40.79.186.184, NULL, Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/103.0.5060.134 Safari/537.36]
[2023-05-01 09:26:14,468517] front.INFO  [NULL] [662b5c1b] [NULL] [LogListener:onKernelRequest:60] - PROCESS START ["product_list"]  [GET, /products/list?category_id=14&name=2022, 40.79.186.184, NULL, Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/103.0.5060.134 Safari/537.36]
[2023-05-01 09:26:14,477060] front.INFO  [37c45442] [662b5c1b] [NULL] [LogListener:onKernelController:73] - LOGIC START ["product_list"]  [GET, /products/list?category_id=14&name=2022, 40.79.186.184, NULL, Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/103.0.5060.134 Safari/537.36]
[2023-05-01 09:26:14,502634] front.INFO  [37c45442] [662b5c1b] [NULL] [LogListener:onKernelResponse:86] - LOGIC END ["product_list"]  [GET, /products/list?category_id=14&name=2022, 40.79.186.184, NULL, Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/103.0.5060.134 Safari/537.36]
[2023-05-01 09:26:14,503455] front.INFO  [37c45442] [662b5c1b] [NULL] [LogListener:onKernelTerminate:95] - PROCESS END ["product_list"]  [GET, /products/list?category_id=14&name=2022, 40.79.186.184, NULL, Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/103.0.5060.134 Safari/537.36]
[2023-05-01 09:43:59,233116] front.INFO  [NULL] [3cc5d0bd] [NULL] [LogListener:onKernelRequestEarly:47] - INIT   [GET, /wp-content/plugins/zendrop-dropshipping-and-fulfillment/readme.txt, 157.90.140.168, NULL, Mozilla/5.0 (Linux; Android 11; Lenovo YT-J706X) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36]
[2023-05-01 09:43:59,234505] front.INFO  [NULL] [3cc5d0bd] [NULL] [LogListener:onKernelException:105] - No route found for "GET /wp-content/plugins/zendrop-dropshipping-and-fulfillment/readme.txt" [404]  [GET, /wp-content/plugins/zendrop-dropshipping-and-fulfillment/readme.txt, 157.90.140.168, NULL, Mozilla/5.0 (Linux; Android 11; Lenovo YT-J706X) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36]
[2023-05-01 09:43:59,236198] front.INFO  [23cc33bf] [3cc5d0bd] [NULL] [LogListener:onKernelResponse:86] - LOGIC END [null]  [GET, /wp-content/plugins/zendrop-dropshipping-and-fulfillment/readme.txt, 157.90.140.168, NULL, Mozilla/5.0 (Linux; Android 11; Lenovo YT-J706X) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36]
[2023-05-01 09:43:59,236510] front.INFO  [23cc33bf] [3cc5d0bd] [NULL] [LogListener:onKernelTerminate:95] - PROCESS END [null]  [GET, /wp-content/plugins/zendrop-dropshipping-and-fulfillment/readme.txt, 157.90.140.168, NULL, Mozilla/5.0 (Linux; Android 11; Lenovo YT-J706X) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36]
[2023-05-01 09:47:28,154942] front.INFO  [NULL] [41f42d72] [NULL] [LogListener:onKernelRequestEarly:47] - INIT   [GET, /, 157.55.39.219, NULL, Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/103.0.5060.134 Safari/537.36]
[2023-05-01 09:47:28,155492] front.INFO  [NULL] [41f42d72] [NULL] [LogListener:onKernelRequest:60] - PROCESS START ["homepage"]  [GET, /, 157.55.39.219, NULL, Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/103.0.5060.134 Safari/537.36]
[2023-05-01 09:47:28,164005] front.INFO  [7eaef80b] [41f42d72] [NULL] [LogListener:onKernelController:73] - LOGIC START ["homepage"]  [GET, /, 157.55.39.219, NULL, Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/103.0.5060.134 Safari/537.36]
[2023-05-01 09:47:28,185347] front.INFO  [7eaef80b] [41f42d72] [NULL] [LogListener:onKernelResponse:86] - LOGIC END ["homepage"]  [GET, /, 157.55.39.219, NULL, Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/103.0.5060.134 Safari/537.36]
[2023-05-01 09:47:28,186359] front.INFO  [7eaef80b] [41f42d72] [NULL] [LogListener:onKernelTerminate:95] - PROCESS END ["homepage"]  [GET, /, 157.55.39.219, NULL, Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/103.0.5060.134 Safari/537.36]
[2023-05-01 10:12:15,485724] front.INFO  [NULL] [8ccdfb1a] [NULL] [LogListener:onKernelRequestEarly:47] - INIT   [GET, /complete-order/?selected_package=1, 157.90.140.168, NULL, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36]
[2023-05-01 10:12:15,487016] front.INFO  [NULL] [8ccdfb1a] [NULL] [LogListener:onKernelException:105] - No route found for "GET /complete-order/" [404]  [GET, /complete-order/?selected_package=1, 157.90.140.168, NULL, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36]
[2023-05-01 10:12:15,488868] front.INFO  [98b9b93b] [8ccdfb1a] [NULL] [LogListener:onKernelResponse:86] - LOGIC END [null]  [GET, /complete-order/?selected_package=1, 157.90.140.168, NULL, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36]
[2023-05-01 10:12:15,489203] front.INFO  [98b9b93b] [8ccdfb1a] [NULL] [LogListener:onKernelTerminate:95] - PROCESS END [null]  [GET, /complete-order/?selected_package=1, 157.90.140.168, NULL, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36]
[2023-05-01 10:34:50,823336] front.INFO  [NULL] [e515d5e9] [NULL] [LogListener:onKernelRequestEarly:47] - INIT   [GET, /help/agreement, 147.92.153.13, NULL, Mozilla/5.0 (compatible; Linespider/1.1; +https://lin.ee/4dwXkTH)]
[2023-05-01 10:34:50,824033] front.INFO  [NULL] [e515d5e9] [NULL] [LogListener:onKernelRequest:60] - PROCESS START ["help_agreement"]  [GET, /help/agreement, 147.92.153.13, NULL, Mozilla/5.0 (compatible; Linespider/1.1; +https://lin.ee/4dwXkTH)]
[2023-05-01 10:34:50,834942] front.INFO  [4e8fc44a] [e515d5e9] [NULL] [LogListener:onKernelController:73] - LOGIC START ["help_agreement"]  [GET, /help/agreement, 147.92.153.13, NULL, Mozilla/5.0 (compatible; Linespider/1.1; +https://lin.ee/4dwXkTH)]
[2023-05-01 10:34:50,852771] front.INFO  [4e8fc44a] [e515d5e9] [NULL] [LogListener:onKernelResponse:86] - LOGIC END ["help_agreement"]  [GET, /help/agreement, 147.92.153.13, NULL, Mozilla/5.0 (compatible; Linespider/1.1; +https://lin.ee/4dwXkTH)]
[2023-05-01 10:34:50,853518] front.INFO  [4e8fc44a] [e515d5e9] [NULL] [LogListener:onKernelTerminate:95] - PROCESS END ["help_agreement"]  [GET, /help/agreement, 147.92.153.13, NULL, Mozilla/5.0 (compatible; Linespider/1.1; +https://lin.ee/4dwXkTH)]
[2023-05-01 10:39:46,036171] front.INFO  [NULL] [453b66ff] [NULL] [LogListener:onKernelRequestEarly:47] - INIT   [GET, /, 157.90.140.168, NULL, Mozilla/5.0 (Linux; Android 11; Lenovo YT-J706X) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36]
[2023-05-01 10:39:46,036666] front.INFO  [NULL] [453b66ff] [NULL] [LogListener:onKernelRequest:60] - PROCESS START ["homepage"]  [GET, /, 157.90.140.168, NULL, Mozilla/5.0 (Linux; Android 11; Lenovo YT-J706X) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36]
[2023-05-01 10:39:46,045037] front.INFO  [cc9f9e20] [453b66ff] [NULL] [LogListener:onKernelController:73] - LOGIC START ["homepage"]  [GET, /, 157.90.140.168, NULL, Mozilla/5.0 (Linux; Android 11; Lenovo YT-J706X) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36]
[2023-05-01 10:39:46,065975] front.INFO  [cc9f9e20] [453b66ff] [NULL] [LogListener:onKernelResponse:86] - LOGIC END ["homepage"]  [GET, /, 157.90.140.168, NULL, Mozilla/5.0 (Linux; Android 11; Lenovo YT-J706X) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36]
[2023-05-01 10:39:46,067307] front.INFO  [cc9f9e20] [453b66ff] [NULL] [LogListener:onKernelTerminate:95] - PROCESS END ["homepage"]  [GET, /, 157.90.140.168, NULL, Mozilla/5.0 (Linux; Android 11; Lenovo YT-J706X) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36]
[2023-05-01 10:44:54,452356] front.INFO  [NULL] [9e665a81] [NULL] [LogListener:onKernelRequestEarly:47] - INIT   [GET, /products/list?category_id=1&name=, 40.79.186.180, NULL, Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/103.0.5060.134 Safari/537.36]
[2023-05-01 10:44:54,453009] front.INFO  [NULL] [9e665a81] [NULL] [LogListener:onKernelRequest:60] - PROCESS START ["product_list"]  [GET, /products/list?category_id=1&name=, 40.79.186.180, NULL, Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/103.0.5060.134 Safari/537.36]
[2023-05-01 10:44:54,461107] front.INFO  [1031e6e4] [9e665a81] [NULL] [LogListener:onKernelController:73] - LOGIC START ["product_list"]  [GET, /products/list?category_id=1&name=, 40.79.186.180, NULL, Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/103.0.5060.134 Safari/537.36]
[2023-05-01 10:44:54,499314] front.INFO  [1031e6e4] [9e665a81] [NULL] [LogListener:onKernelResponse:86] - LOGIC END ["product_list"]  [GET, /products/list?category_id=1&name=, 40.79.186.180, NULL, Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/103.0.5060.134 Safari/537.36]
[2023-05-01 10:44:54,499970] front.INFO  [1031e6e4] [9e665a81] [NULL] [LogListener:onKernelTerminate:95] - PROCESS END ["product_list"]  [GET, /products/list?category_id=1&name=, 40.79.186.180, NULL, Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/103.0.5060.134 Safari/537.36]
[2023-05-01 10:53:12,869244] front.INFO  [NULL] [a96b8fbd] [NULL] [LogListener:onKernelRequestEarly:47] - INIT   [GET, /products/list?category_id=12&name=, 40.79.186.184, NULL, Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/103.0.5060.134 Safari/537.36]
[2023-05-01 10:53:12,869910] front.INFO  [NULL] [a96b8fbd] [NULL] [LogListener:onKernelRequest:60] - PROCESS START ["product_list"]  [GET, /products/list?category_id=12&name=, 40.79.186.184, NULL, Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/103.0.5060.134 Safari/537.36]
[2023-05-01 10:53:12,878277] front.INFO  [85203c90] [a96b8fbd] [NULL] [LogListener:onKernelController:73] - LOGIC START ["product_list"]  [GET, /products/list?category_id=12&name=, 40.79.186.184, NULL, Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/103.0.5060.134 Safari/537.36]
[2023-05-01 10:53:12,916908] front.INFO  [85203c90] [a96b8fbd] [NULL] [LogListener:onKernelResponse:86] - LOGIC END ["product_list"]  [GET, /products/list?category_id=12&name=, 40.79.186.184, NULL, Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/103.0.5060.134 Safari/537.36]
[2023-05-01 10:53:12,917543] front.INFO  [85203c90] [a96b8fbd] [NULL] [LogListener:onKernelTerminate:95] - PROCESS END ["product_list"]  [GET, /products/list?category_id=12&name=, 40.79.186.184, NULL, Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/103.0.5060.134 Safari/537.36]
[2023-05-01 11:07:11,755511] front.INFO  [NULL] [9009ab88] [NULL] [LogListener:onKernelRequestEarly:47] - INIT   [GET, /wp-content/plugins/wp-sms/readme.txt, 157.90.140.168, NULL, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36]
[2023-05-01 11:07:11,756923] front.INFO  [NULL] [9009ab88] [NULL] [LogListener:onKernelException:105] - No route found for "GET /wp-content/plugins/wp-sms/readme.txt" [404]  [GET, /wp-content/plugins/wp-sms/readme.txt, 157.90.140.168, NULL, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36]
[2023-05-01 11:07:11,758684] front.INFO  [defb9012] [9009ab88] [NULL] [LogListener:onKernelResponse:86] - LOGIC END [null]  [GET, /wp-content/plugins/wp-sms/readme.txt, 157.90.140.168, NULL, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36]
[2023-05-01 11:07:11,759009] front.INFO  [defb9012] [9009ab88] [NULL] [LogListener:onKernelTerminate:95] - PROCESS END [null]  [GET, /wp-content/plugins/wp-sms/readme.txt, 157.90.140.168, NULL, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36]
[2023-05-01 11:07:36,115083] front.INFO  [NULL] [c1df64df] [NULL] [LogListener:onKernelRequestEarly:47] - INIT   [POST, /, 20.84.48.39, NULL, Mozilla/5.0 (Linux; U; Android 4.4.2; en-US; HM NOTE 1W Build/KOT49H) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 UCBrowser/11.0.5.850 U3/0.8.0 Mobile Safari/534.30]
[2023-05-01 11:07:36,115687] front.INFO  [NULL] [c1df64df] [NULL] [LogListener:onKernelRequest:60] - PROCESS START ["homepage"]  [POST, /, 20.84.48.39, NULL, Mozilla/5.0 (Linux; U; Android 4.4.2; en-US; HM NOTE 1W Build/KOT49H) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 UCBrowser/11.0.5.850 U3/0.8.0 Mobile Safari/534.30]
[2023-05-01 11:07:36,124357] front.INFO  [6aa59ef1] [c1df64df] [NULL] [LogListener:onKernelController:73] - LOGIC START ["homepage"]  [POST, /, 20.84.48.39, NULL, Mozilla/5.0 (Linux; U; Android 4.4.2; en-US; HM NOTE 1W Build/KOT49H) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 UCBrowser/11.0.5.850 U3/0.8.0 Mobile Safari/534.30]
[2023-05-01 11:07:36,146107] front.INFO  [6aa59ef1] [c1df64df] [NULL] [LogListener:onKernelResponse:86] - LOGIC END ["homepage"]  [POST, /, 20.84.48.39, NULL, Mozilla/5.0 (Linux; U; Android 4.4.2; en-US; HM NOTE 1W Build/KOT49H) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 UCBrowser/11.0.5.850 U3/0.8.0 Mobile Safari/534.30]
[2023-05-01 11:07:36,146778] front.INFO  [6aa59ef1] [c1df64df] [NULL] [LogListener:onKernelTerminate:95] - PROCESS END ["homepage"]  [POST, /, 20.84.48.39, NULL, Mozilla/5.0 (Linux; U; Android 4.4.2; en-US; HM NOTE 1W Build/KOT49H) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 UCBrowser/11.0.5.850 U3/0.8.0 Mobile Safari/534.30]
